model_id,task,case_id,backend,setup_id,run_id,source_run_id,variant,execution_role,technical_status,task_quality_tier,task_quality_status,task_quality_decision,task_quality_gate_reason,contract_gate_reason,eligibility_gate_reason,task_quality_metric,task_quality_candidate,task_quality_reference,task_quality_delta,task_quality_ci_low,task_quality_ci_high,task_quality_margin,task_quality_bootstrap_repetitions_requested,task_quality_bootstrap_repetitions,task_quality_bootstrap_engine,task_quality_bootstrap_skipped_reason,task_quality_bootstrap_elapsed_s,task_quality_ap50_candidate,task_quality_ap50_reference,task_quality_ap50_delta,task_quality_ap50_ci_low,task_quality_ap50_ci_high,task_quality_ap50_margin,task_quality_ap50_decision,task_quality_ap75_candidate,task_quality_ap75_reference,task_quality_ap75_delta,task_quality_ap75_ci_low,task_quality_ap75_ci_high,task_quality_ap75_margin,task_quality_ap75_decision,task_quality_bootstrap_candidate_event_count,task_quality_bootstrap_reference_event_count,validation_requested_count,validation_evaluated_count,validation_cardinality_status,validation_cardinality_pass,contract_consistent,ranking_eligible,exclusion_reason,quality_result_id,source_task_quality_decision,algorithm_version,quality_result_contract_version,metric_gate_config,configured_guardrails,missing_guardrails,guardrail_contract_complete,reference_predictions_sha256,candidate_predictions_sha256,annotations_sha256,source_request_sha256,producer_identity_sha256
yolo26s,detection,b118,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.40858832738212414,0.40753480524311103,0.0010535221390131078,0.00019319566203783472,0.0019389937921701977,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,217.8235274850158,0.5308613694245272,0.5296159954391199,0.0012453739854073609,-2.1308230597799573e-05,0.002697470704702215,0.01,pass,0.4523796795323344,0.45168933952503865,0.0006903400072957311,-0.00019161555187613964,0.0016059843488243817,0.01,pass,,,,500,,,,,,cc37f1403c4cc1d4fdf721116710779d4d16fbba65ea71e508772127583ba63e,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,c241f9c79098479b6c2990e8718aa662d82b60994f252f8e33603e419627937d,048542a6c4d75501c928c3c020d51a7a9762872ecd7e37d82b7864ed5f6c993a,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,2bc4b0cd7d83408b5d086ec4d1b83eb2a9e31cadba9098c14fc57c3bf9b0fb23,
yolo26s,detection,b148,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.40844047505931824,0.40753480524311103,0.0009056698162072108,0.00010878439554427315,0.0016270156761698429,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,253.56990128499456,0.5303123568728714,0.5296159954391199,0.0006963614337515134,-0.00020221993018992295,0.0015671859856498653,0.01,pass,0.4514043356559359,0.45168933952503865,-0.0002850038691027401,-0.0020494499071363713,0.0007937291282074598,0.01,pass,,,,500,,,,,,f3cc73bef089936e12f6f07cbb3bfb63a6d2a7ce81bc49694529c9264083785b,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,c241f9c79098479b6c2990e8718aa662d82b60994f252f8e33603e419627937d,95b907531146e590e593f86c93c6f88f55943e8d86f43170207232fa860bbc59,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,95323906d6e106c76d5eba85f5a413bafbebee29d234b1274ab2d88dbfdfd6a3,
yolo26s,detection,b181,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.4088287719843291,0.40753480524311103,0.0012939667412180667,0.00038497430235052987,0.0020682396264009827,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,251.54768383793999,0.5306144403791664,0.5296159954391199,0.0009984449400465278,-6.9183891078578e-05,0.001898506749260253,0.01,pass,0.45245394619679685,0.45168933952503865,0.0007646066717582056,-8.423258464684552e-05,0.0017281898151864648,0.01,pass,,,,500,,,,,,104718c9193a47a02a1049b642358bbe711777d12e4d73836d79ef0c8c130afc,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,c241f9c79098479b6c2990e8718aa662d82b60994f252f8e33603e419627937d,97b8de18e0d956a84a2a285bd864aa710ada7a5d2b1c10de80177e6208ea6dc3,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,fe3a7d3074d72b0b44dca8cdbcff7b0f442fa3948a71fe84b44285983ae4cd03,
yolo26s,detection,b221,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.4084762956042276,0.40753480524311103,0.0009414903611165704,0.00010878587436775617,0.0016348594197964166,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,223.86177372199018,0.5307475994128993,0.5296159954391199,0.001131603973779427,-4.13808281118363e-05,0.0024936806283977356,0.01,pass,0.45124152213113733,0.45168933952503865,-0.0004478173939013175,-0.0022111383216019066,0.0005943618629590436,0.01,pass,,,,500,,,,,,ae67dcb2e17b95349b2db2608066639d5f9756730ae74489f4bb196757d47ea9,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,c241f9c79098479b6c2990e8718aa662d82b60994f252f8e33603e419627937d,a2c66aa99a71cc875f3cc4fae4be306570bf9b8ce4e6c281bfa1fc098c2232f9,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,b92cd4d00f1bc380b90f42b82ad8509442df8054929a24e70e1327d13d387482,
yolov7_paper,detection,full,deepx_m1,orin_nx_deepx_m1_01,deepx_m1_full,deepx_m1_full,full,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.45629326666562375,0.4520187916528286,0.004274475012795154,0.00030419767863843486,0.010466757800677714,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,124.87974605802447,0.6053738276649377,0.5973630231150453,0.008010804549892447,0.002133698080214538,0.016085233889405765,0.01,pass,0.4928043056445399,0.4885298674409785,0.004274438203561437,-0.0014633213571034883,0.012383564704156646,0.01,pass,,,,500,,,,,,d69959392320d818c80866e90fe2e0b6ebec0f39b041833dba496f7ce1e0805d,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,a1f7e4e7f45edc3db26fcdeb4572e287c22d69323da7e25c010714072f9031ed,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,abd6fc61be692bf79b03a2099c0fe053853970ec1e4c6e341f31d8b96fa78026,
yolov7_paper,detection,b001,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.4610581982409637,0.4520187916528286,0.009039406588135124,0.006125509255749843,0.01343919326646152,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,124.8835244019283,0.6106216241006214,0.5973630231150453,0.013258600985576074,0.009204574406220805,0.018506152291767265,0.01,pass,0.4973688519937863,0.4885298674409785,0.008838984552807794,0.004691300881193914,0.014060165059125392,0.01,pass,,,,500,,,,,,919c150906e62b1d85bc69e39a4d64c672200ce219237e4dd4d4bd1c8102c8ef,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,0fb1348f209fbe875db1a4a1f3b3280be26d82b0fd5b2d375b90cb95da603213,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,35fd0211fbf59ab5054693155a6108df2147d0c67672265bdda2b014c8e78256,
yolov7_paper,detection,b002,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.46109539502318764,0.4520187916528286,0.009076603370359038,0.006088864061219111,0.013616427070374885,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,126.67603472899646,0.6105616969010322,0.5973630231150453,0.013198673785986936,0.0090978846516728,0.018514889788746526,0.01,pass,0.4974397724365244,0.4885298674409785,0.008909904995545892,0.004505920819332876,0.013948236860658358,0.01,pass,,,,500,,,,,,a9cea6c2cb6a9fdc22fcd549a436bda5c254a83735b947dd8c76ca4cf656882a,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,78f4ed727c0669e161c0ff0e4112d2dcb226e6359cfdd723cf7c331002d2f1e9,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,f50bb598887bbe7a296e6e8fd145c2b924b8d6fca6ed96a211839487d03d9df6,
yolov7_paper,detection,b013,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.45995121158502705,0.4520187916528286,0.007932419932198453,0.004592918900722268,0.012457272766972345,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,125.41035799204838,0.6084092909543969,0.5973630231150453,0.011046267839351587,0.005874915600815059,0.016748252843303772,0.01,pass,0.49760622090964324,0.4885298674409785,0.009076353468664755,0.0040424675784416,0.015200466377003863,0.01,pass,,,,500,,,,,,35a8a76c6d8082b32622b9ce4a1d6d1bf467d207bbbe506c5477ec5e07c0b566,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,e463278f54502c3e99b0e3e3fa28b5f44b0691ef87b987cea386880edaba85b5,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,8dd7a6c67efbd97c24703d4de142a548038acb2f3125515dc175e2f53c5ac292,
yolov7_paper,detection,b044,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.46017623651929485,0.4520187916528286,0.008157444866466246,0.0049726171891072545,0.012946342119026432,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,125.74068198702298,0.609906553287096,0.5973630231150453,0.012543530172050676,0.0075217110297962474,0.01851865071034909,0.01,pass,0.4979801197619279,0.4885298674409785,0.009450252320949426,0.004405236058984141,0.015267429159803994,0.01,pass,,,,500,,,,,,4ac9705db765064b55f953fbc471ee4edaf2384562674c59ff1daca55b1ef43e,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,1fb2320b33393625df88ee5da910600dc1c8704756a63c59a371bcbe1259ded2,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,3df8078f029e66ef937943c46e9fecb22eb27908237caee87918f791327d78d5,
yolov7_paper,detection,b049,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.45958521365861194,0.4520187916528286,0.007566422005783335,0.00430260072868805,0.012935784842634489,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,125.10512458300218,0.6087115520334775,0.5973630231150453,0.011348528918432188,0.006416667441868285,0.018147433222118592,0.01,pass,0.4982944742435276,0.4885298674409785,0.009764606802549092,0.005493346248380003,0.01644647865820516,0.01,pass,,,,500,,,,,,254e9b81adf793706b392c639bd040f732bc4f82ed461ca1baedc733d895f032,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,7eceb791c95cab2affe1abfc3cabd8200f5a7fba2c61b134c5d667ed985e0935,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,ac2fe3ba7c8fd6adcefed6a012b054f30b90e9fd4cacb38949df9fc3d948de18,
yolov7_paper,detection,b065,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.4588639991570007,0.4520187916528286,0.006845207504172113,0.003717716913724048,0.012112444158179083,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,125.61712991294917,0.6082193461624851,0.5973630231150453,0.010856323047439775,0.005986738444121077,0.017573334176186083,0.01,pass,0.49735149235307874,0.4885298674409785,0.008821624912100257,0.003732330372446302,0.015073241071640042,0.01,pass,,,,500,,,,,,a09b559a4abbb3ef88ba16b30cd30952b039e1d260ef20115a9faf601093a982,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,ed3539d5702b58da2ac40cbb10141dfd9d008402bba947def854e9825b1c9482,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,4207ead353edee3014aa051714b8f2ce6e30dbbd04985a82804f69ef642b3431,
yolov7_paper,detection,b088,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.4591462479168456,0.4520187916528286,0.007127456264017007,0.003406830269137836,0.012063703383125386,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,124.97902378893923,0.6084509353310165,0.5973630231150453,0.011087912215971163,0.005898009062849052,0.017294514848472414,0.01,pass,0.49749994524339625,0.4885298674409785,0.008970077802417764,0.0036298707081938663,0.0149184617340068,0.01,pass,,,,500,,,,,,65c9421246d80fc8b4b17b95a5b85b0f507a0e3ca3d5633038189029286772cb,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,0db1130883279912444cae1e0dfb6bbb275bb067e93691c27a31e79290d0c8e4,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,3069b478385e0f1aa93ca6c061730002cfd48c4298241d82b9c1d6a90b55931e,
yolov7_paper,detection,b092,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.4592593833410394,0.4520187916528286,0.007240591688210785,0.0032663700166883363,0.012197236580737486,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,126.11675262101926,0.608377526158301,0.5973630231150453,0.011014503043255686,0.005888978231563003,0.017127706240255572,0.01,pass,0.4982090310258145,0.4885298674409785,0.009679163584836004,0.0042223089986216334,0.015769204520595204,0.01,pass,,,,500,,,,,,05e2c97a8c5d7795fd2f58b0cc54b910e56f9adc9a00035a5e95b4a47e11072e,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,660f43314e3539c720f754bfd83477e111311bf4d06752a9c1ec35f74c14bcad,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,d4604c804ad4b8c5b146efd47dd6e4ac49789159b7d015ab6d40eebb42a76a4b,
yolov7_paper,detection,b114,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.4596399703546252,0.4520187916528286,0.007621178701796627,0.003721779099656117,0.012304229286485514,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,125.93167552200612,0.6094303417489817,0.5973630231150453,0.012067318633936397,0.006639312485844234,0.018190361837844584,0.01,pass,0.4985133703964034,0.4885298674409785,0.009983502955424939,0.004348259148084062,0.016147630192208086,0.01,pass,,,,500,,,,,,cf7dbeb96cc9d666aefdbd5b8ab1aa8bdedda7882c86de30a2de512cdab840f4,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,9a1c3c739d04c42c3cf6a57ab9e71ab02788d70a3b94df2259c1cd2b63e80864,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,be1c341ef3e986319bc9c024c0541c4658550ef17b81479263aa6c5a4467d8d2,
yolov7_paper,detection,b134,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.4584668666915507,0.4520187916528286,0.006448075038722079,0.002665130458924439,0.011830175928528149,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,125.14007854601368,0.6076710974410324,0.5973630231150453,0.010308074325987127,0.004947400097983481,0.017434741108675225,0.01,pass,0.49668321204141225,0.4885298674409785,0.008153344600433765,0.00284319881958162,0.014661524634273431,0.01,pass,,,,500,,,,,,ca4017b77f98913d659f32e48edd076b05fd349e46586fccb935678a3b7eb114,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,0022a07f606899269ed5aaff1d4663649670c5341285d06eff59f920c4c58468,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,ba8b26b272bfdca09222b7130e2f42016f28a5f492db432533055a37375e575c,
yolov7_paper,detection,b155,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.4598131156536649,0.4520187916528286,0.007794324000836295,0.004333041516704373,0.012648455480434749,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,125.89613997691777,0.6090320731633077,0.5973630231150453,0.011669050048262353,0.006502468152797281,0.01809537406459401,0.01,pass,0.4979513345157156,0.4885298674409785,0.009421467074737122,0.004346296681054634,0.01591863031443761,0.01,pass,,,,500,,,,,,de32d06dfdf203578808310d3be21af69ed206e0e3fbf15e8969664746278a65,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,3144d8e931da8423cb879b0f400b7ebdcf5de778b44a25da29368d12df28b7ce,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,2a88faa88d0984f1dd11704ed889fcfa7cbb0a744f4d5d96ac5004362da457f8,
yolov7_paper,detection,b165,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.45950003466089384,0.4520187916528286,0.0074812430080652415,0.004355207960314637,0.012885686794268405,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,125.45651894400362,0.6084440985971158,0.5973630231150453,0.01108107548207049,0.006321765497552873,0.017576263232026094,0.01,pass,0.49770303317299575,0.4885298674409785,0.009173165732017263,0.004513826447972425,0.016062193867488583,0.01,pass,,,,500,,,,,,3cac6887908ccea525b43f4ac71e9cbf573c9613a7d816ee949ac51ad0c2e2e8,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,ccc75678deca0dc8a4682620ccbe17c0288677bbecc1253d9cd32343c0d3d3a3,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,75acb0f8ce9124d8f53e9cea529054af65ee5d9af02c5549a26045124eea92b0,
yolov7_paper,detection,b186,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.45792357467903316,0.4520187916528286,0.005904783026204563,0.0020749779834927547,0.01195333192322836,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,124.75067957502324,0.6077729958819575,0.5973630231150453,0.010409972766912245,0.004908537345817322,0.017378490773909853,0.01,pass,0.495763823744094,0.4885298674409785,0.0072339563031155185,0.0022456817477388485,0.014537901330789324,0.01,pass,,,,500,,,,,,c890a4bb805e60559b76bd3273730ec8f5cf8342855f636927e38d3d31a7ddcc,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,a64c330ce55b1f14741021a3917e2433259fc5cf62fbfacb015544348bb6163b,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,10d65307283a68b959c63f9a5315074ee576acbd7a3ee8568baf4f21f2a73721,
yolov7_paper,detection,b189,deepx_to_trt,orin_nx_deepx_m1_01,deepx_to_trt,deepx_to_trt,composed,,completed,screening,pass,pass,primary:coco_ap_50_95:decision:pass;guardrail:ap50:decision:pass;guardrail:ap75:decision:pass,,,coco_ap_50_95,0.4573579721177679,0.4520187916528286,0.005339180464939308,0.0017577993763830603,0.011530155590471419,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,125.57734860491473,0.6068270486253914,0.5973630231150453,0.009464025510346086,0.004092979155167161,0.016768886330695724,0.01,pass,0.49571389586913706,0.4885298674409785,0.007184028428158573,0.00224858750945194,0.014664575648716345,0.01,pass,,,,500,,,,,,2a92cf01a007daf3353962aa452eea0e27c3e69ce326cf59641f8b76f3135c3d,pass,management_paired_quality_v2:detection-cached-matching-v2-ap75,2,"{""guardrails"":{""ap50_margin"":0.01,""ap75_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""coco_ap_50_95""}","[""ap50"",""ap75""]",[],True,5703b639d90fdcce74bf36e604d7015ab98a484fdb99d13fd48e72e8d7500ebc,601d20bb25d709df2816d060bbdc6e0df30cffdd88b6ebec41ac8f4fd1fbf52b,cc762beff133abf33a162f6036465117cd0a245679f0871b23f2021c6708ff3c,ba462a9a74e5105f1709a65f80ed96b0da1540e0a845d59d56a2e8329097b962,
