endpoint_id,model_id,case_id,setup_id,backend,direction,precision,endpoint_contract_hash,planned,materialized,measurement_payload_present,measured,valid_measurement,terminal,terminal_failure,lifecycle_status,terminal_reason,terminal_reason_scope,measurement_evidence_status,technical_measurement_valid,eligible_for_technical_observation,runner_returncode,causal_backend,causal_hw_arch,builder_backend,plan_evidence,materialization_evidence_count,measurement_evidence_count,valid_measurement_evidence_count,terminal_evidence_count
generic:yolo26s:ort_tensorrt:b181,yolo26s,b181,,ort_tensorrt,ort_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b181"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b181"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",1,1,1,0
generic:yolo26s:ort_tensorrt:b199,yolo26s,b199,,ort_tensorrt,ort_tensorrt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b199"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b199"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",0,0,0,1
generic:yolo26s:ort_tensorrt:b221,yolo26s,b221,,ort_tensorrt,ort_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b221"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b221"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",1,1,1,0
generic:yolo26s:ort_tensorrt:b259,yolo26s,b259,,ort_tensorrt,ort_tensorrt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_yolo26_static_part1_guard,case_generation,payload_missing,False,False,,"hailo10,hailo8","hailo10,hailo8",,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b259"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b259"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",0,0,0,1
generic:yolo26s:ort_tensorrt:b280,yolo26s,b280,,ort_tensorrt,ort_tensorrt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_yolo26_static_part1_guard,case_generation,payload_missing,False,False,,"hailo10,hailo8","hailo10,hailo8",,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b280"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b280"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",0,0,0,1
generic:yolo26s:ort_tensorrt:b316,yolo26s,b316,,ort_tensorrt,ort_tensorrt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_yolo26_static_part1_guard,case_generation,payload_missing,False,False,,"hailo10,hailo8","hailo10,hailo8",,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b316"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b316"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",0,0,0,1
generic:yolo26s:ort_tensorrt:b351,yolo26s,b351,,ort_tensorrt,ort_tensorrt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_yolo26_static_part1_guard,case_generation,payload_missing,False,False,,"hailo10,hailo8","hailo10,hailo8",,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b351"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b351"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",0,0,0,1
generic:yolo26s:ort_tensorrt:b362,yolo26s,b362,,ort_tensorrt,ort_tensorrt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo8,hailo8,venv,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b362"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b362"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",0,0,0,1
generic:yolo26s:ort_tensorrt:b038,yolo26s,b038,,ort_tensorrt,ort_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""deployment_shortlist""],""candidate_origin"":""deployment_shortlist"",""case_id"":""b038"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b038"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",1,1,1,0
generic:yolo26s:ort_tensorrt:full,yolo26s,full,,ort_tensorrt,ort_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""ort_tensorrt"",""case_id"":""full"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:full"",""endpoint_scope"":""generic_full_baseline"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",0,1,1,0
generic:yolo26s:hailo8:full,yolo26s,full,,hailo8,hailo8,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo8"",""case_id"":""full"",""direction"":""hailo8"",""endpoint_id"":""generic:yolo26s:hailo8:full"",""endpoint_scope"":""generic_full_baseline"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8""}",0,1,1,0
generic:yolo26s:hailo8_to_trt:b382,yolo26s,b382,,hailo8_to_trt,hailo8_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b382"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b382"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",0,0,0,1
generic:yolo26s:hailo8_to_trt:b001,yolo26s,b001,,hailo8_to_trt,hailo8_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b001"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b001"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",1,1,1,0
generic:yolo26s:hailo8_to_trt:b104,yolo26s,b104,,hailo8_to_trt,hailo8_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b104"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b104"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",0,0,0,1
generic:yolo26s:hailo8_to_trt:b377,yolo26s,b377,,hailo8_to_trt,hailo8_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b377"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b377"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",0,0,0,1
generic:yolo26s:hailo8_to_trt:b002,yolo26s,b002,,hailo8_to_trt,hailo8_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b002"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b002"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",1,1,1,0
generic:yolo26s:hailo8_to_trt:b313,yolo26s,b313,,hailo8_to_trt,hailo8_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_yolo26_static_part1_guard,case_generation,payload_missing,False,False,,"hailo10,hailo8","hailo10,hailo8",,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b313"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b313"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",0,0,0,1
generic:yolo26s:hailo8_to_trt:b005,yolo26s,b005,,hailo8_to_trt,hailo8_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b005"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b005"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",1,1,1,0
generic:yolo26s:hailo8_to_trt:b042,yolo26s,b042,,hailo8_to_trt,hailo8_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b042"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b042"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",1,1,1,0
generic:yolo26s:hailo8_to_trt:b066,yolo26s,b066,,hailo8_to_trt,hailo8_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b066"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b066"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",0,0,0,1
generic:yolo26s:hailo8_to_trt:b088,yolo26s,b088,,hailo8_to_trt,hailo8_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b088"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b088"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",0,0,0,1
generic:yolo26s:hailo8_to_trt:b118,yolo26s,b118,,hailo8_to_trt,hailo8_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b118"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b118"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",1,1,1,0
generic:yolo26s:hailo8_to_trt:b148,yolo26s,b148,,hailo8_to_trt,hailo8_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b148"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b148"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",1,1,1,0
generic:yolo26s:hailo8_to_trt:b181,yolo26s,b181,,hailo8_to_trt,hailo8_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b181"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b181"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",1,1,1,0
generic:yolo26s:hailo8_to_trt:b199,yolo26s,b199,,hailo8_to_trt,hailo8_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b199"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b199"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",0,0,0,1
generic:yolo26s:hailo8_to_trt:b221,yolo26s,b221,,hailo8_to_trt,hailo8_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b221"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b221"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",1,1,1,0
generic:yolo26s:hailo8_to_trt:b259,yolo26s,b259,,hailo8_to_trt,hailo8_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_yolo26_static_part1_guard,case_generation,payload_missing,False,False,,"hailo10,hailo8","hailo10,hailo8",,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b259"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b259"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",0,0,0,1
generic:yolo26s:hailo8_to_trt:b280,yolo26s,b280,,hailo8_to_trt,hailo8_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_yolo26_static_part1_guard,case_generation,payload_missing,False,False,,"hailo10,hailo8","hailo10,hailo8",,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b280"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b280"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",0,0,0,1
generic:yolo26s:hailo8_to_trt:b316,yolo26s,b316,,hailo8_to_trt,hailo8_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_yolo26_static_part1_guard,case_generation,payload_missing,False,False,,"hailo10,hailo8","hailo10,hailo8",,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b316"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b316"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",0,0,0,1
generic:yolo26s:hailo8_to_trt:b351,yolo26s,b351,,hailo8_to_trt,hailo8_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_yolo26_static_part1_guard,case_generation,payload_missing,False,False,,"hailo10,hailo8","hailo10,hailo8",,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b351"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b351"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",0,0,0,1
generic:yolo26s:hailo8_to_trt:b362,yolo26s,b362,,hailo8_to_trt,hailo8_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo8,hailo8,venv,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b362"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b362"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",0,0,0,1
generic:yolo26s:hailo8_to_trt:b038,yolo26s,b038,,hailo8_to_trt,hailo8_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo8_to_trt"",""candidate_execution_roles"":[""deployment_shortlist""],""candidate_origin"":""deployment_shortlist"",""case_id"":""b038"",""direction"":""hailo8_to_trt"",""endpoint_id"":""generic:yolo26s:hailo8_to_trt:b038"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo8_to_trt""}",1,1,1,0
generic:yolo26s:hailo10:full,yolo26s,full,,hailo10,hailo10,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10"",""case_id"":""full"",""direction"":""hailo10"",""endpoint_id"":""generic:yolo26s:hailo10:full"",""endpoint_scope"":""generic_full_baseline"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10""}",0,1,1,0
generic:yolo26s:hailo10_to_trt:b382,yolo26s,b382,,hailo10_to_trt,hailo10_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b382"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b382"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",0,0,0,1
generic:yolo26s:hailo10_to_trt:b001,yolo26s,b001,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b001"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b001"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:yolo26s:hailo10_to_trt:b104,yolo26s,b104,,hailo10_to_trt,hailo10_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b104"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b104"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",0,0,0,1
generic:yolo26s:hailo10_to_trt:b377,yolo26s,b377,,hailo10_to_trt,hailo10_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b377"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b377"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",0,0,0,1
generic:yolo26s:hailo10_to_trt:b002,yolo26s,b002,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b002"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b002"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:yolo26s:hailo10_to_trt:b313,yolo26s,b313,,hailo10_to_trt,hailo10_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_yolo26_static_part1_guard,case_generation,payload_missing,False,False,,"hailo10,hailo8","hailo10,hailo8",,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b313"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b313"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",0,0,0,1
generic:yolo26s:hailo10_to_trt:b005,yolo26s,b005,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b005"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b005"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:yolo26s:hailo10_to_trt:b042,yolo26s,b042,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b042"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b042"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:yolo26s:hailo10_to_trt:b066,yolo26s,b066,,hailo10_to_trt,hailo10_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b066"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b066"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",0,0,0,1
generic:yolo26s:hailo10_to_trt:b088,yolo26s,b088,,hailo10_to_trt,hailo10_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b088"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b088"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",0,0,0,1
generic:yolo26s:hailo10_to_trt:b118,yolo26s,b118,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b118"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b118"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:yolo26s:hailo10_to_trt:b148,yolo26s,b148,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b148"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b148"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:yolo26s:hailo10_to_trt:b181,yolo26s,b181,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b181"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b181"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:yolo26s:hailo10_to_trt:b199,yolo26s,b199,,hailo10_to_trt,hailo10_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b199"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b199"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",0,0,0,1
generic:yolo26s:hailo10_to_trt:b221,yolo26s,b221,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b221"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:yolo26s:hailo10_to_trt:b221"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
