model_id,case_id,run_id,backend,variant,presence,representation_count,primary_setup_id,mirror_setup_id,primary_source_path,mirror_source_path,primary_row_sha256,mirror_row_sha256,mirror_copy_manifest
resnet50,b078,ort_tensorrt,tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_ort_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b078/results_ort_tensorrt/validation_report.json,67c664c08a7bcca37ffaf190961d71c0b63a5cac9b3f27a828a2b1b01ef16785,6b2fdfe0cf50b6f3312c315c99bbf9941de941d8d96da5d21e834af0bfc42fab,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
resnet50,b091,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_deepx_m1_to_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b091/results_deepx_m1_to_tensorrt/validation_report.json,dccb1f6a05e6d59c7fd90bba7cda3401e86bb1604db28356d9c7ab5b4e7f68e0,42cfe0f255342b536238d54893e13a76b286ce70364aba5e138ca2cdd44547bd,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
resnet50,b091,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b091/results_hailo10_to_trt/validation_report.json,31abb4a21a8189c64626f03e0862c264f1fb706bd5b9c891937a7e96ced0816e,03c2a88b2369b343265ae80194bafda14e429d4c5b4f9ff57ea4a85a7b00deb1,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
resnet50,b091,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b091/results_hailo8_to_trt/validation_report.json,4d1ffc359ceba9afb7c1cfcea766b597bfefc94b6df306014af19364a0568d22,3bf71897ac8b9a209ae2cc586bf149275c6dd89f6875e2f5d9d17b7880227b17,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
resnet50,b091,ort_tensorrt,tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_ort_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b091/results_ort_tensorrt/validation_report.json,938f97bcfa4615ae416be3a100baff37506438cd9c7de7add553172aaa59b344,55368e858daaa05425ebdfb84100a76412cbdc3f2893a5344ec213be2d16a7c3,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
resnet50,b095,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_deepx_m1_to_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b095/results_deepx_m1_to_tensorrt/validation_report.json,a9b87a585ffdac3873e432d29e3f9270c4fffb807324d869cd865f0b784df427,61e9ef2327fedfa205c5197b52536c59b48ee6d59a798ebc608e3efa050c7544,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
resnet50,b095,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b095/results_hailo10_to_trt/validation_report.json,2b85bc9af0486e98a8573e242620e536925849b3d27052bb16a7675450a42654,a37cd3f39e40cdb85a9b80609ae1e7b2d0ad9479bc05f139ba2c9cb1e6e6e3ab,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
resnet50,b095,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b095/results_hailo8_to_trt/validation_report.json,d52d058dcf63e2178c57ee5adf3b1ed1220d06e25bd7b7fbe69fde2feaf1f990,ad45c828791e3a3dd60d37bc33fba9b566e5b251f0bb57a5dc3e48308652afa5,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
resnet50,b095,ort_tensorrt,tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_ort_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b095/results_ort_tensorrt/validation_report.json,d7a7ea1265b6f98ad01b496f105013e0f33d6d9be7439b8d9d1e93cfed07339c,bfdbccee1551d7cefb89754399756cdfefb10f036ea992649c8beb6eb5cd675c,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
resnet50,b107,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_deepx_m1_to_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b107/results_deepx_m1_to_tensorrt/validation_report.json,f472034009da1c6112df71bc25d97cac2f70e9b8e6191ec96b24c765ed759993,ec548a861b96ad585e62e3003b124b2c2c366042afe50e34448ff01f36c7ab5c,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
resnet50,b107,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b107/results_hailo10_to_trt/validation_report.json,549180411cd89c90ae6ecfa4e68fe7f78688b84b3949b070bc64dd2e71fab320,2c652cfc23e0be6a3404b16d3520444212ea92f4bb616f4f110b7b64ac78c6ea,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
resnet50,b107,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b107/results_hailo8_to_trt/validation_report.json,bef939df14ba1142221d2702c56aff1ab6b218c29aa943dae7a8e1eb8f3e8a23,fd44443613f8662bf51f68109d6f211e446abe7a01262acc7933634b5db4950f,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
resnet50,b107,ort_tensorrt,tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_ort_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b107/results_ort_tensorrt/validation_report.json,0e910be185bf307c9b07794776018efef888323f452228d5721fb339a4e3c55b,9efac426c0345427cdfb59403b3e666b77f1def9461ec9fc46ff8958db10db80,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
resnet50,b112,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_deepx_m1_to_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b112/results_deepx_m1_to_tensorrt/validation_report.json,f67c47875da86b59edd58d9d7287bf05eae48e7bfb9710d1198c437181c13535,74792a342eb1972dd097da7cab7bddd73c39338f87ac968f2ca0734463be8e9f,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
resnet50,b112,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b112/results_hailo10_to_trt/validation_report.json,f9931591e15674261636d6469d39e66ebd6212828616e46ad67658fc17d7d203,42d4ce42cb7a852faf925f82544213ffa4cbd263a068a6c79fab8cee3761cc44,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
resnet50,b112,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b112/results_hailo8_to_trt/validation_report.json,fb855902c45e1506a3e36fa0ceb9b74de4bdcbba5c5e85dde6ed121038d9434d,2c2978386eafb346ac9d4354366269a883e9543eb9f77d2374ddc155c4e6bb2d,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
resnet50,b112,ort_tensorrt,tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_ort_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b112/results_ort_tensorrt/validation_report.json,c86b78e4aed4d8c32d2a837bd5afad42d98db982acbd25dd873d9fa470266354,c67de0a9d51ff414528cc23783df2b74b08048c9794e64b360fea78d0efff740,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
resnet50,b118,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_deepx_m1_to_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b118/results_deepx_m1_to_tensorrt/validation_report.json,a2fa2c5cbc29531d103f0272ad2725cef4f6a7c65e4d4305c58a3911ede2e506,44a59c58d65eaac2e1ab5812a59d126fd73d175414e4dce466eb281749736fff,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
resnet50,b118,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b118/results_hailo10_to_trt/validation_report.json,cf1b1b20f7f7a54eacf0a8aac2227071ab2739ba9be99ac13323d5d1abffa1e9,ffdc48ccb5a6dd103734175bb562099b6a8b2f4bd176fbbdc5b704bfef012def,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
resnet50,b118,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b118/results_hailo8_to_trt/validation_report.json,2791818d9a2e98b84c94b677b7a5f72d6b9b9c1a43aa7c47f3b28b88b6224f66,a51bdaa665ccdfd20d6df979f396d00a8560e947b4f5aad7e4385712cc33f3dd,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
resnet50,b118,ort_tensorrt,tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_ort_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b118/results_ort_tensorrt/validation_report.json,898826d96b6e5d36e3c9f70c9db9eb3d2e04e6be2726c80aca4a255d617ab157,faaf4fe2408d198a09c13d5e1bbd218c34cd4e25cfe6f14c3f2ea57554a7e194,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
resnet50,b119,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_deepx_m1_to_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b119/results_deepx_m1_to_tensorrt/validation_report.json,5d1c21df110ebc7d53ee43e48ce7caca5d807ff451835f97107416d1cad9dc9f,9157c5a39fcc21d4617d38c3252cb2bc93be25660019254ef77472d6b215b398,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
resnet50,b119,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b119/results_hailo10_to_trt/validation_report.json,f1b19f1a2436f675bab2845ea30a332985a6206c5ff655000aff484d0fb6c21f,da7d335ae00fceec492dc708a95bef89d6d9f4ec2a73ae7074a7a46aa6f90ac4,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
resnet50,b119,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b119/results_hailo8_to_trt/validation_report.json,2075326d4a6ba8a5957f47da7469df75f46e06be1aa91b83f4d718b9f0bd5709,1cb9e05b6eea311b4f5529c5a0a784f9c17721e37d837885ce185fc8e41c9adf,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
resnet50,b119,ort_tensorrt,tensorrt,split,present,1,,,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_ort_tensorrt_auto.json,,c44e418717be6e6e9c81414fd5a4e5a8f77158721bae04898f25b2aeb2e14b1f,,
resnet50,full,deepx_m1_full,deepx_m1,full,present,1,,,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_deepx_m1_full_auto.json,,db2921e0f9d238013ed221f47b4252a525614db7921e55d83547b4146801dc69,,
resnet50,full,hailo10,hailo10,full,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo10_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b119/results_hailo10/validation_report.json,6b2c7e7065fcd7829bd2f9151d745a32be3a296a024e93958bb46b52f02d8ed6,0a406c2b2c406ce2f40b79ec6e870a01c1b162ba1f32dda6db77da4f1e6e883b,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
resnet50,full,hailo8,hailo8,full,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_hailo8_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b119/results_hailo8/validation_report.json,bc1cd1d83bebdf57849e99520797733389e70ef691466dd903d30bb6d32d30f6,64e2e97000472ceeef78678a3da79c10f2850cca58cd54d6a4361e3ab1d5ec31,models/resnet50/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
resnet50,full,ort_tensorrt,tensorrt,full,present,1,,,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/resnet50/benchmark_results/benchmark_results_ort_tensorrt_auto.json,,764b7a89c430f1af5e6173189e1241b5e1a7b9c58519aa466beb6be588b7daff,,
yolo11l,b001,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo11l/benchmark_results/benchmark_results_deepx_m1_to_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo11l/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b001/results_deepx_m1_to_tensorrt/validation_report.json,038514495d1a4fdf3dc3d4e3c5af1dd2fcf69b74b4a6e36a67ff4cdd1830e956,ea6596b0bd3a2d442eebe6cef3a3b4b4f731dedd5a9fefea2004ce6ac39b8328,models/yolo11l/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
yolo11l,b001,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo11l/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo11l/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b001/results_hailo10_to_trt/validation_report.json,d3054c538de778261b9c6db7396d0f5b180987c00250af0605d35b1cdefb6e47,6c743ef936dbd0fa35b68089aaa013f40a8bc6046437d4962ce95ad1185d7b76,models/yolo11l/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
yolo11l,b001,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo11l/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo11l/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b001/results_hailo8_to_trt/validation_report.json,8895d9d4d45961f3fde0f4fd3fdc8d7aaed8b4fa8d2b7db779ea7e4cb1ed3bcf,eb7b8c7c9da3ea67fdc39575bd4bea83b2e490e2622a61346620e46dd324e995,models/yolo11l/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
